id,volume,addTime
9@62936,4,36973
2@21200,3,37199
9@96226,10,37251
12@89088,6,37245
3@3440,2,36718
2@80494,4,36889
14@770,1,36507
1@70547,4,36211
6@82226,1,36778
47@67152,1,36549
22@7112,6,36782
44@93126,1,37038
29@10894,6,36320
67@33460,1,36960
18@52715,1,36829
5@143,4,36647
111@33737,1,37854
8@94465,4,37026
1@98733,3,37551
2@12871,1,36548
1@47522,4,35649
9@57877,4,35691
24@46718,1,36336
1@2116,6,35886
1@70387,1,36226
1@81249,5,36978
12@58617,4,34724
8@47254,4,33073
8@93367,3,33116
9@44757,5,33029
2@81787,3,33023
6@26479,2,33209
2@47933,2,33251
2@93265,3,33321
12@96423,6,33036
1@61338,9,32823
8@60219,3,33062
24@66305,1,33045
9@96589,2,32891
9@31657,5,33035
19@55533,8,34148
2@66095,4,34054
2@64379,6,36506
2@62523,3,36537
12@57238,7,36508
12@92758,7,36591
2@36883,5,38181
12@47757,5,38108
12@9468,4,37428
38@18469,2,37694
2@44836,6,37896
2@29456,6,37996
2@23646,5,37668
19@28730,5,37454
2@92480,3,36674
12@22177,8,36901
12@50683,6,37591
2@32659,6,38004
2@17163,2,37770
12@80213,9,37536
1@71279,9,37400
1@13262,1,37819
2@11767,3,37854
1@32112,5,36681
24@50567,2,36736
1@32343,4,36651
12@73853,8,36322
1@55897,5,36513
24@68451,1,37342
2@21134,6,37715
24@36281,1,38192
12@23672,4,37767
12@2335,4,37884
9@2993,7,38029
2@88708,5,37635
24@76210,1,37424
2@28899,3,38208
24@41320,3,37711
11@93307,2,37017
24@29753,1,36539
6@4048,1,37739
2@2546,1,37658
2@52071,2,37223
6@61424,2,37223
12@59729,8,36860
19@98490,5,37088
6@86467,2,37726
1@83920,7,37777
2@14559,6,36932
2@4559,3,36629
2@23412,1,36534
19@98865,7,36944
2@65424,3,37438
29@87941,4,37110
53@40905,3,38655
12@84870,6,37316
9@43441,4,37173
1@36389,7,37213
9@31357,11,37081
24@5803,2,37445
1@9500,7,37284
12@16720,5,36242
2@6381,5,35894
2@85095,6,35944
12@3770,6,37404
12@83683,4,38248
1@80264,7,38384
2@30878,6,39167
24@50689,1,41350
1@72679,8,39415
12@13155,4,38039
9@37931,9,37339
24@70638,2,36405
9@11018,4,36526
9@71647,5,36769
9@62552,10,36113
12@1210,4,35383
9@55013,8,35459
12@20891,6,36301
1@33653,4,36921
22@97767,5,36565
1@43183,5,36329
1@31789,9,35869
24@99652,3,35303
1@95338,3,37102
24@99088,1,36936
11@96156,7,37016
5@38381,2,36964
12@31573,7,36742
223,709,35545
9@54036,4,46678
22@51412,3,75388
12@94167,4,75381
1@69404,4,75108
12@21414,3,74554
11@74813,4,77200
22@50593,4,74187
22@57814,7,75134
1@4622,7,76527
22@54221,6,76719
24@8520,1,76915
22@70933,4,74560
2@23502,4,76795
12@36114,11,75218
24@20604,1,78034
46@69828,1,78185
24@22667,2,77566
31@24707,7,77316
2@74785,1,79751
24@52932,1,77946
1@76121,6,74114
1@4642,3,86342
